annotator	sent_id	updated_at	group_mentioned	group_appealed	intersectional	multiple_groups	opposed_groups	pejorative	group_tags	reasoning	polarity	stance	text	left_context	right_context	further_context	year	date	disagreement
gold	lords_2025_12628:020	2026-07-07	yes	yes	no	no	no	no	['GEN_WOMEN']	REASONING_CULTURAL	POLARITY_PRO_GROUP	STANCE_ENDORSE	The amendment from the noble Lord, Lord Woodley, sadly not in his place—as indeed he was not when the amendment was moved on his behalf by my noble friend Lord Moynihan—has added important protections to the Bill in relation to violence against women and girls.	The noble Lord, Lord Hampton, has introduced an amendment which focuses on improving the overall safety of buses and the way in which bus services operate.	Finally, it is worth noting the flanking action by my noble friend Lord Holmes of Richmond and the noble Lord, Lord Blunkett, which saw improvements made to the Bill in relation to floating bus stops, the back of which I think we would all like to see.	So, it leaves your Lordships’ House a better Bill. The Minister said something about the Bill coming back.	2025	2025-04-29	0
gold	lords_2025_13095:004	2026-07-07	yes	yes	no	no	no	no	['AGE_CHILDREN']	REASONING_CULTURAL	POLARITY_PRO_GROUP	STANCE_ENDORSE	I welcome the provisions in the Bill setting out child protection and safeguarding and working towards keeping families together as far as possible.	I declare my interest as a patron of the National Association of Child Contact Centres.	I also welcome the kinship care provisions.	In my capacity shadowing early years in the other place, I was acutely aware of the role that grandparents and other close family members wished to play but in many instances were not able to do so. In Committee, I would like to explore the opportunity and the increasing role that could be played by child contact centres and other venues, which offer space for parents to meet and spend time with their children in the event of a family break-up.	2025	2025-05-01	3
gold	lords_2025_13110:021	2026-07-07	yes	yes	no	no	no	no	['AGE_CHILDREN']	REASONING_CULTURAL	POLARITY_PRO_GROUP	STANCE_ENDORSE	They would strengthen the Bill by underpinning its ambition to promote children’s well-being and by adding teeth to the aim of “child-centred action across Departments ”,—[ Official Report , Commons, 8/1/25; col. 854.] which the Secretary of State for Education heralded as part of a mission-led Government.	These amendments have the support of over 100 organisations, which believe that the time is ripe for us to follow the lead of the devolved nations.	If we believe that children’s rights, as codified in the UN convention, are crucial to child-centred government, we must ask: if we do not legislate for them now, then when?	---	2025	2025-05-01	6
gold	lords_2025_13156:011	2026-07-07	yes	yes	no	no	no	no	['INC_POOR']	REASONING_ECONOMIC	POLARITY_PRO_GROUP	STANCE_ENDORSE	Social housing is probably the most likely first place to go for individuals on low income or who are homeless, seeking to find a home for themselves and their families, which often include a pet.	The Bill is also about improving opportunity for tenants to keep a pet; surely this simple amendment will create a level playing field between the social housing sector and private landlords.	This has been drawn to my attention recently by a TV advert for a homeless charity.	Its website says: “New polling from homeless charity St Mungo’s reveals new extent of the housing crisis and its impact on people sharing their lives with a pet. 50% of those surveyed reported being placed in situations where they were forced to choose between remaining with their pets or accessing housing.	2025	2025-05-06	3
gold	lords_2025_13838:015	2026-07-07	yes	no	NA	NA	NA	NA	['NA']	NA	NA	NA	Later, the building was found to have been a medical experimentation centre where Dr Kurt Heissmeyer had undertaken live experiments on 20 Jewish children towards the end of 1944.	It was not.	Those children were injected with tuberculosis, operated on and eventually hanged at the Bullenhuser Damm school on 20 April 1945, just weeks before the arrival of British troops and the liberation of Neuengamme.	Charlton remarked in his report that the place appeared to have been thoroughly cleaned. He found only rubber gloves and what he took to be a preserved human heart in a bottle.	2025	2025-05-09	1
gold	lords_2025_13851:022	2026-07-07	yes	yes	yes	no	no	no	['ETH_ORIGIN_GROUP', 'GEN_WOMEN']	REASONING_CULTURAL	POLARITY_PRO_GROUP	STANCE_ENDORSE	The contributions of Caribbean women were equally significant.	Many Caribbean people worked tirelessly in those bases, supporting the war machine and defending their homelands.	Eighty women joined the Women’s Auxiliary Air Force and 30 joined the Auxiliary Territorial Service, serving with dedication and playing their part in the war efforts.	While Victory in Europe Day marked the end of the war in Europe, the sacrifices and contributions of the Caribbean people resonated far beyond. In Trinidad, they heralded victory by dancing in the streets to the music played on the newly created steel drums.	2025	2025-05-09	2
gold	lords_2025_14765:012	2026-07-07	yes	no	NA	NA	NA	NA	['NA']	NA	NA	NA	Thousands of other people were on that database as well, including journalists, MPs—such as Caroline Lucas—and local councillors.	My own experience of a whistleblower was when a police officer came forward and told me about the domestic extremist database that I was on.	There were all sorts of people on it, but the two things we all had in common were that none of us had committed a criminal act of any kind and that we had all said things that challenged the status quo.	That was enough to get us on to that domestic extremist database. I cannot imagine how much it cost.	2025	2025-05-19	0
gold	lords_2025_15054:007	2026-07-07	yes	no	NA	NA	NA	NA	['NA']	NA	NA	NA	Of course, the wider family may have the time and the resources that the parents lack and help sort it out, but it does not really need a meeting; it just needs someone getting the parties in a room in the court with the Cafcass officer to sort out the practical realities of where things are going.	Along the way, there is a dispute resolution hearing in front of the judge, and noble Lords can take it from me that the judge applies a fair amount of pressure to resolve the matter and to explore the realities of settling the case, which quite often involves exploring what can be done with the wider family.	I wish to emphasise that I do not think that Amendment 4 will assist.	---	2025	2025-05-20	1
gold	lords_2025_15771:026	2026-07-07	yes	yes	yes	no	no	no	['AGE_YOUNG', 'GEN_MEN', 'MIG_REFUGEE']	REASONING_CULTURAL	POLARITY_ANTI_GROUP	STANCE_ENDORSE	When you see all those young men coming off the boat, obviously relieved and pleased to be there and to be safe, and you realise that they are all 18 to 24 year-olds—yes, there might be one woman on the boat, or there might be a couple of babies that the criminal smugglers are very keen to put on board—the reality is that they cannot all be asylum seekers.	I went down to Dover during the previous Government with a group to see what was happening there.	I know the figures that have been given.	Supposedly 76% of the people who come have been given asylum. I have a number of questions for the Minister on this.	2025	2025-06-02	1
gold	lords_2025_16013:027	2026-07-07	no	NA	NA	NA	NA	NA	['NA']	NA	NA	NA	The trust is in a somewhat unusual position in that it has the power to issue a levy on the residents of certain parishes in the local area.	The pressures arising from that popularity continue to increase, and the need for the hills to be conserved and managed for the future public good remains as strong as ever.	I will come on to that in more detail later, particularly as it is one of the topics that has been raised in the instruction tabled by the noble Earl, Lord Atlee.	It is worth drawing your Lordships’ attention to the fact that the trust is a charity. As such, the trust has to comply with charity law and take heed of guidance issued by the Charity Commission.	2025	2025-06-04	1
gold	lords_2025_16559:005	2026-07-07	no	NA	NA	NA	NA	NA	['NA']	NA	NA	NA	As my noble friend Lady Vere of Norbiton said then, we have set the Crown Estate on a very different path as a result of that legislation, and now is not the time to frustrate that process with a very different proposal on the direction of the Welsh part of the Crown Estate.	The Official Opposition were clear at that point that the Government should resist those amendments.	That argument was right then; it is right now.	Amendments 1 and 6 in the name of my noble friend Lord Harlech would require the revenues of the Welsh part of the Crown Estate to be paid to the Exchequer after the devolution and transfer of functions to a new body. This would ensure that the existing revenues go to the Exchequer, which, as we all know from the rumours about the spending review next week, is already in great need of income.	2025	2025-06-06	0
gold	lords_2025_16655:030	2026-07-07	yes	yes	no	yes	no	no	['OCC_OESCH_2']	REASONING_ECONOMIC	POLARITY_PRO_GROUP	STANCE_ENDORSE	That is what is best for our businesses, our farmers and ultimately our consumers.	We want to see these regulations and the wider agreement deliver what matters to people: less bureaucracy, lower costs and a stronger partnership with our closest trading neighbours, and we would prefer that sooner rather than later.	---	---	2025	2025-06-09	2
gold	lords_2025_17341:012	2026-07-07	no	NA	NA	NA	NA	NA	['NA']	NA	NA	NA	There happens to be an excellent sculptured memorial in Gladstone Park, London, by Fred Kormis, the German-Jewish sculptor.	We need a new design for that.	It deserves a wider audience and could be moved to Victoria Tower Gardens, where it would fit admirably and would certainly be a lot better than the absolutely meaningless design by a discredited designer that we are given now.	The Jewish community remains divided on this matter. It is not the case that it is mostly in favour—far from it.	2025	2025-06-11	1
gold	lords_2025_18504:004	2026-07-07	yes	no	NA	NA	NA	NA	['NA']	NA	NA	NA	The nature of man and woman is not to ignore things that they see.	If you are the DWP and you look at a bank account and see something that you should not, it is hard then to ignore it.	I am afraid that that just came to my mind: it is like these television dramas where the barrister or lawyer raises points, and the judge says, “The jury should disregard that”.	You cannot disregard what you see in a bank statement even if you decide that you should not really have seen it. This is a very dangerous precedent, and I do not think the Minister is living in the real world.	2025	2025-06-18	0
gold	lords_2025_19887:043	2026-07-07	yes	yes	no	no	no	no	['OTH_NON_RISS']	REASONING_ECONOMIC	POLARITY_PRO_GROUP	STANCE_ENDORSE	The Government recognise that some tenants may avoid challenging unreasonable rent increases out of fear that they will be saddled with significant amounts of backdating, which they will be unable to afford.	I turn now to Amendments 33 to 36 and 40.	By removing the ability of the tribunals to backdate a rent increase, tenants, particularly vulnerable tenants, will be empowered to challenge what they believe to be an above market rate rent increase.	This reduces the risk of an unreasonable rent increase causing a tenant financial hardship, or even being used to force someone out of their home. This is a really important measure to encourage people to challenge unreasonable rent increases.	2025	2025-07-01	2
gold	lords_2025_20990:009	2026-07-07	no	NA	NA	NA	NA	NA	['NA']	NA	NA	NA	In summary, these clauses contain strong safeguards, including a list of non-exhaustive reasonable excuses, to protect those acting legitimately and in good faith.	They will have the potential to put forward a defence; the prosecution will therefore have the potential to chop that defence to bits and prove that the actions were malicious, as under the legislation before us.	These safeguards combine with the investigatory discretion that is at the heart of the police’s focus on the real potential criminals in this process, and with the prosecutions that are taken through the CPS and the prosecutions test for charging decisions to be made.	Therefore, in my view, the enforcement is targeted, fair and proportionate. I hope noble Lords will reflect on those points as we continue our scrutiny of the Bill.	2025	2025-07-08	0
gold	lords_2025_25832:032	2026-07-07	no	NA	NA	NA	NA	NA	['NA']	NA	NA	NA	Perhaps that is not a non-religious belief, because the amount of faith required to hold that belief is such that it perhaps tips over into being much more a matter of faith over hope and experience.	I have a belief that within the next few years, Manchester United will win the Premiership again.	Nevertheless, we have seen that the definition is tied to the provisions of a particular part of the ECHR.	We know that, as a result of that clause, there has been quite a lot of case law, not just here but throughout Europe, in relation to the definition of non-religious beliefs. A very wide range of topics has come into play and been defined in case law.	2025	2025-09-16	0
gold	lords_2025_25871:020	2026-07-07	yes	yes	yes	no	no	no	['FAM_PARENT', 'REL_SECULAR']	REASONING_CULTURAL	POLARITY_PRO_GROUP	STANCE_ENDORSE	It cannot be justified, when in the recent census over a third of the population in England and Wales had no religion, rising to over half of those in their 20s, that when non-religious parents send their children to a non-religious school, the school is still legally obliged to perform Christian worship.	This amendment is about freedom of choice and respecting the diversity of our society.	When the alternative is to pull children out of lessons or assemblies and leave them sitting in classrooms or corridors by themselves, this is not a real choice.	The current situation demands that parents choose between ostracising their children and forcing them into religious worship they do not want for their family. I know that there are many noble Lords who deeply and sincerely believe in the values of Christian worship, and I respect that belief.	2025	2025-09-16	3
gold	lords_2025_25959:005	2026-07-07	yes	yes	no	no	no	no	['ETH_MIN']	REASONING_CULTURAL	POLARITY_PRO_GROUP	STANCE_ENDORSE	One of the problems in their case is that, because the children are usually white, they are often not recognised as members of a legally defined minority ethnic group.	Gypsy, Traveller and Roma parents have reported racist incidents as a reason for opting for home education for as long as I have been concerned about these communities.	But they are ill-treated, ostracised and bullied for that membership just the same.	Now, we also have seen religious prejudice, incidents and taunts demoralising children and undermining their motivation. This totally belies the right to freedom of religion and belief.	2025	2025-09-16	4
gold	lords_2025_26596:007	2026-07-07	yes	no	NA	NA	NA	NA	['NA']	NA	NA	NA	Within families, there are those with views that put pressure on people for money, and others who take a much more humane view of things.	Families are not necessarily good places.	Sometimes, there is blame after the death—the view that things could have been done better and that this and that should not have been done.	Choice is not an individual making a decision, forensically separate from all the circumstances and contexts within which that happens; rather, they are surrounded by complexity and predisposed attitudes. Therefore, I wish that we could look again at what we think we mean when we say “choice”.	2025	2025-09-19	1
gold	lords_2025_26617:006	2026-07-07	no	NA	NA	NA	NA	NA	['NA']	NA	NA	NA	On the latter, I can put it no better than an article by Chine McDonald, director of Theos, in a post on 26 November last year: “Many people will be familiar with the southern African term ‘Ubuntu’, which means ‘I am because you are’.	Its premise is the western Enlightenment view of the self and individual autonomy, which is alien to parts of the UK, let alone to some of our ethnic minority communities.	In my own community—the Igbo ethnic group of south-eastern Nigeria—there is the concept of the Umunna: the fraternity, the clan or the community … there is a strong sense of existing not as an individual, but knitted into a family … The idea that someone who is facing death might not want to be a burden … is anathema to West African tradition.	You can’t be a burden because you are not a separate entity. You’re part of a whole”.	2025	2025-09-19	1
gold	lords_2025_26826:010	2026-07-07	no	NA	NA	NA	NA	NA	['NA']	NA	NA	NA	In which case, any obligations that this country has under the refugee convention exist only as a matter of international law.	What is quite clear is that it is always open to Parliament to exclude references to international law from domestic legislation.	I say that without meaning to diminish the importance of international law; we should comply with international obligations as far as possible.	However, there is an increasingly recognised view that the 1951 convention was of its time and that it is necessary to look again at its application in the light of the challenges that immigration now presents not just to this country but to other European countries and to countries such as Australia that have signed up to the convention. If the leaked memo reported in Saturday’s Times is correct, the Attorney-General himself acknowledges that the time may have come to look again at the convention and its application to the immigration and asylum system.	2025	2025-10-13	0
gold	lords_2025_29843:005	2026-07-07	yes	yes	no	no	no	no	['DIS_DIS']	REASONING_ECONOMIC	POLARITY_PRO_GROUP	STANCE_ENDORSE	The gap in employment between disabled and non-disabled people had been narrowing for a number of years, at least until the Covid-19 pandemic.	I echo the comments of many noble Lords in thanking the excellent team who provide the support that we require.	But since then, progress has stalled.	According to the latest estimates, just over half of working-age disabled people are employed, compared to more than four in five non-disabled people. Tackling this gap is, of course, important from a financial standpoint, not least given the significant increase in the costs of working-age welfare and the broad consensus across the political divide of the need to reduce this.	2025	2025-11-04	2
gold	lords_2025_29845:022	2026-07-07	yes	yes	no	no	no	no	['DIS_DIS']	REASONING_ECONOMIC	POLARITY_PRO_GROUP	STANCE_ENDORSE	The current legislation is not sufficiently strong or appropriate to reduce the 30% disability employment gap that has existed for the past 50 years.	I would like the Minister to agree with Baroness Thatcher that that is the case here as well.	Further legislation, which will require action, is probably necessary.	There may be criticism, or indeed ridicule, by some that the current Government’s mission, expressed in response to our report, saying that “economic growth is at the heart of the policy to improve access to work”, is unrealistic. But the recommendations in this report provide, time after time, opportunities to carry out the promised mission and I fully support them.	2025	2025-11-04	2
gold	lords_2025_33338:002	2026-07-07	no	NA	NA	NA	NA	NA	['NA']	NA	NA	NA	I am proud to have mentioned that £22 billion black hole over 50 times.	I am grateful to the noble Earl for pointing out my message discipline at this Dispatch Box.	The two noble Lords sitting next to each other are the other two Members of this House who have mentioned it almost as many times as I have.	I think every time the noble Earl has made reference to the £22 billion black hole, I have pointed out to him that the OBR review ran up to six months before the end of the previous Government’s time in office. It identified a black hole and then the party opposite had another six months to continue adding to that hole and to continue to conceal it from the OBR.	2025	2025-12-01	1
gold	lords_2026_01601:003	2026-07-07	yes	no	NA	NA	NA	NA	['NA']	NA	NA	NA	Of course, very often in court, particularly in private cases, there are no mediators; there are people self-representing, very often men.	She talked about mediators recommending only contact centres that are registered.	They are the ones who propose contact centres, which may or may not be registered.	The point I was making was that it is not that straightforward for a court to find out the nature of the contact centre that is being recommended.	2026	2026-01-14	1
gold	lords_2026_01867:038	2026-07-07	yes	no	NA	NA	NA	NA	['NA']	NA	NA	NA	Freedom in the Arts ran a large UK survey in 2024-25 that found that 84% of artists said that they never, rarely, or only sometimes feel free to speak about their social or political opinions for fear of ostracism, bullying or loss of work.	A woman in a Stoke-on-Trent focus group that I observed shocked me when she said to general agreement in the group, “Of course, none of us can say what we’re really thinking”.	Until people can say what they are thinking—so long as, of course, they do not incite imminent violence—we do not have our traditionally free country.	Turning to the key provisions in my amendment, proposed new subsections (1), (2), (5), (6) and (8) to (12) would remove the criminalisation of specific offensive words. Proposed new subsection (1) would repeal the Malicious Communications Act 1988.	2026	2026-01-15	1
gold	lords_2026_01954:028	2026-07-07	no	NA	NA	NA	NA	NA	['NA']	NA	NA	NA	I am also teaching a module to MBA students on healthcare policy and strategy.	I apologise for not declaring my interests at the beginning: I am a professor of politics and international relations at St Mary’s University in Twickenham, and I am helping to open a new medical school there.	I also have an academic link to the University of Buckingham, although not to the medical school there, but I just want to make sure that I have covered all bases.	As an academic, I was looking at some of the papers around this. A 2024 paper by Danielson, Prime and Larter found that the cancers that are most common in teenagers and young adults are different from the cancers that are common in children and older adults.	2026	2026-01-16	1
gold	lords_2026_03284:007	2026-07-07	yes	no	NA	NA	NA	NA	['NA']	NA	NA	NA	Why is the doctor required to discuss the nature of the substance—how it will bring about death, how it will be administered—but not to tell the patient that it may not be successful?	I have questions for the noble and learned Lord, Lord Falconer.	Why must the doctor discuss with the person their wishes in the event of complications?	Why is there no requirement to explain and discuss the risks of complication? How can a patient give informed consent?	2026	2026-01-23	0
gold	lords_2026_03434:006	2026-07-07	no	NA	NA	NA	NA	NA	['NA']	NA	NA	NA	I apologise for not taking the noble Lord’s intervention straight away.	Doctors are not perfect, of course, but this is very much a safeguarded measure.	---	---	2026	2026-01-23	0
gold	lords_2026_04213:002	2026-07-07	yes	yes	no	no	no	no	['FAM_PARENT']	REASONING_ECONOMIC	POLARITY_PRO_GROUP	STANCE_ENDORSE	These clauses came from a very real attempt by the Government to limit parents’ spending at a time when the cost of living is so high.	My Lords, I support all the amendments in this group, particularly Amendment 117, in the names of the noble Lord, Lord Young of Acton, and the noble Baroness, Lady Spielman, and Amendment 119, which was so powerfully and scarily introduced by my noble friend Baroness Boycott.	I spoke at great length at Second Reading and in Committee about how important school uniforms are.	I talked about a 14 year-old girl whom I taught and most of whose pregnancy was hidden by her blazer. It is important, particularly for girls, that changing shapes are hidden during school.	2026	2026-01-28	0
gold	lords_2026_04232:008	2026-07-07	yes	yes	no	no	no	no	['AGE_SCHOOL', 'FAM_FAM']	REASONING_ECONOMIC	POLARITY_PRO_GROUP	STANCE_ENDORSE	Research commissioned by the Department for Education shows that the average cost of school uniforms and PE kits is close to £400 per child, rising to over £440 for secondary school pupils.	The evidence is clear.	These are not trivial sums.	For families with two or three children, the cost can exceed £1,000 in a single year. For parents who are on low incomes, with insecure jobs or reliant on benefits, these costs are simply not manageable.	2026	2026-01-28	5
gold	lords_2026_07036:041	2026-07-07	yes	yes	yes	no	no	no	['AGE_IN_EDUCATION', 'MIG_IMMIGRANT']	REASONING_BOTH	POLARITY_PRO_GROUP	STANCE_ENDORSE	At a time when the NHS remains heavily reliant on international medical students, we should be careful not to erect barriers that discourage retention or undermine morale.	To divert these such individuals despite their proven service risks sending a deeply damaging message that contribution is secondary to paperwork.	These clinicians are not temporary stopgaps; they are integral members of our workforce.	Many intend to build long-term careers here and many already have. From a practical standpoint, this amendment also improves administrative clarity.	2026	2026-02-12	5
gold	lords_2026_08100:003	2026-07-07	no	NA	NA	NA	NA	NA	['NA']	NA	NA	NA	The following day, the President’s senior press officer, Karoline Leavitt, was asked by the BBC whether the President’s statement was now official policy and she said that it certainly was official policy.	Well, the US President said last week that this is a “blight on our great ally” and the UK should not give up Diego Garcia.	Can the Minister tell the House what her plan B is?	---	2026	2026-02-26	0
gold	lords_2026_08491:002	2026-07-07	yes	yes	no	no	no	no	['FAM_FATHER']	REASONING_CULTURAL	POLARITY_PRO_GROUP	STANCE_ENDORSE	They represent an important step forward and will ensure that fathers and partners who experience this unimaginable loss are afforded the protection, stability and support they need in an exceptionally difficult and unforeseeable period in their lives.	My Lords, I thank the noble Lord, Lord Hunt of Wirral, for his compassion and understanding of the issue and his support for the regulations.	I commend the instrument to the Committee.	---	2026	2026-03-02	1
gold	lords_2026_09186:006	2026-07-07	no	NA	NA	NA	NA	NA	['NA']	NA	NA	NA	The British Property Federation has been clear that it does not support the Government’s blanket ban and expresses its concern about the absence of proper consultation.	This represents one of the most interventionist market reforms in modern commercial leasing, yet it arrives without the benefit of any industry consultation.	Why are the Government not listening?	The existing evidence is clear. Upward-only rent reviews have long underpinned confidence in UK commercial property as an investment asset.	2026	2026-03-05	1
gold	lords_2026_09279:046	2026-07-07	yes	yes	yes	no	no	no	['GEN_WOMEN', 'OCC_EMPLOYED', 'REL_MUSLIM']	REASONING_CULTURAL	POLARITY_PRO_GROUP	STANCE_ENDORSE	Far too little attention has been paid to Muslim women who are thriving as lawyers, doctors, pharmacists, dentists, nurses, teachers, police officers, academics, accountants, engineers, charity workers, artists, entrepreneurs, social media influencers and of course politicians, all of whom are experiencing unprecedented levels of hostility.	Stereotypes of the oppressed Muslim woman strip away individuality.	Muslim women need your solidarity, not just when it comes to abuse linked to culture or for Muslim women abroad.	I want to end on a celebratory note. A year ago, I launched Muslim Heritage Month, to be marked every March, to tell the positive stories of Muslims in Britain and challenge the misinformation about us.	2026	2026-03-06	3
gold	lords_2026_09285:063	2026-07-07	yes	yes	no	no	no	no	['GEN_WOMEN']	REASONING_BOTH	POLARITY_PRO_GROUP	STANCE_ENDORSE	When women could own and manage property, they built networks that held communities together.	They show that giving women access to power, whether economic, political, educational or cultural, enlarges the common good.	When they could train as doctors and nurses, they transformed public health.	When they could vote, stand for Parliament and sit in this House, they broadened the range of voices shaping our laws. The story of these Welsh women is, in truth, a story about the benefits of equality.	2026	2026-03-06	1
gold	lords_2026_09638:005	2026-07-07	yes	no	NA	NA	NA	NA	['NA']	NA	NA	NA	Immigrants are brought to this country by their exploiter; in the case of sexual offences, it will be by their pimp.	It impacts mainly on immigrant labour.	When here, they continue to be controlled by their exploiter, having to give, for example, a portion of their earnings to the exploiter.	I think it would also be helpful if I explained the role of the victim navigator. Their role is to protect the victim, particularly in the prosecution process.	2026	2026-03-10	1
gold	lords_2026_10434:021	2026-07-07	no	NA	NA	NA	NA	NA	['NA']	NA	NA	NA	The iconic photo of the naked Vietnamese girl Phan Thi Kim Phúc running towards the camera with her back covered in burning napalm is less dramatic when you see the full uncropped negative, with the photographer walking next to her casually reloading his camera.	One told me that they would always pick the best available shot of Princess Diana and the worst of the then Duchess of York.	The much-sanctified BBC always accompanies a story of the House of Lords with a picture of us in ermine.	The Guardian , surprisingly, has us in suits. How do we teach media literacy in schools to equip our young people to be critical consumers?	2026	2026-03-16	1
gold	lords_2026_12431:005	2026-07-07	yes	no	NA	NA	NA	NA	['NA']	NA	NA	NA	The Bill defines health professionals as medical practitioners, pharmacists and nurses, but it does not define care professionals.	Administrative tasks are specifically not excluded.	This is a lacuna, which will cause problems should this or any Bill on this basis pass your Lordships’ House.	Secondly, matters of acute conscience are not restricted to the immediate preparation of a lethal dosage or the medical oversight of the procedure. There will be, for reasons of practicality, not least of cost, pressure on all sorts of ancillary staff, as anyone in a health and care setting will attest.	2026	2026-03-27	1
